Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen	H Antigen
ESC_PA1474AA	ST131-SGH-ECO-019	SRR7851097;ILLUMINA;Paired;;SRX4701756	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076878	SRS3788078	2019-11-18	2019-08-06	ESC_PA1474AA	-	H7
ESC_PA1477AA	ST131-SGH-ECO-016	SRR7851100;ILLUMINA;Paired;;SRX4701753	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076875	SRS3788075	2019-11-18	2019-08-06	ESC_PA1477AA	-	H7
ESC_PA1484AA	ST131-SGH-ECO-001	SRR7851107;ILLUMINA;Paired;;SRX4701746	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076938	SRS3788068	2019-11-18	2019-08-06	ESC_PA1484AA	-	H7
ESC_PA1487AA	ST131-TTSH-ECO-001	SRR7851110;ILLUMINA;Paired;;SRX4701743	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076939	SRS3788065	2019-11-18	2019-08-06	ESC_PA1487AA	-	H7
ESC_PA1489AA	ST131-TTSH-ECO-003	SRR7851112;ILLUMINA;Paired;;SRX4701741	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076941	SRS3788063	2019-11-18	2019-08-06	ESC_PA1489AA	O1	H7
ESC_PA1505AA	ST131-TUH-ECO-020	SRR7851128;ILLUMINA;Paired;;SRX4701725	Human	Human	Homo sapiens; blood	2015				Asia	Thailand					14.082599	100.615441	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076991	SRS3788048	2019-11-18	2019-08-06	ESC_PA1505AA	uncertain	H7
ESC_PA1921AA	725-ESBLA	SRR7371328;ILLUMINA;Paired;;SRX4244232	Human	Human	Homo sapiens; rectal swab	2017	2			Asia	Singapore		Central	Singapore		1.32	103.76	National University of Singapore	Escherichia coli								PRJNA476828	SRP150905		SAMN09460113	SRS3438975	2019-11-18	2019-03-28	ESC_PA1921AA	O1	H7
ESC_PA2031AA	EC00593	SRR7297011;ILLUMINA;Paired;;SRX4199362	Human	Human	Homo sapiens; urine	2017				North America	United States	Pennsylvania	Allegheny County	Pittsburgh		40.44	-79.97	University of Pittsburgh	Escherichia coli								PRJNA475751	SRP150360		SAMN09400797	SRS3409600	2019-11-18	2019-06-24	ESC_PA2031AA	O2	H7
ESC_PA3586AA	ECOL-19-VL-WA-MO-0014	SRR10535894;ILLUMINA;Paired;500;SRX7219694	Companion Animal	Canine	Anus (Canis lupus familiaris)	2019	4			North America	United States	Missouri						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA481346	SRP224664		SAMN13392146	SRS5721998	2019-11-30	2019-11-29	ESC_PA3586AA	O18	H7
ESC_PA3639AA	842926	SRR10521977;ILLUMINA;Paired;;SRX7206727	Human	Human	Homo sapiens; human	2019	11			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN13380431	SRS5711379	2019-11-30	2019-11-25	ESC_PA3639AA	O1	H7
ESC_PA3751AA	Faecal-1-9	ERR3671336;ILLUMINA;Paired;100;ERX3662751																STATENS SERUM INSTITUT	Escherichia coli								PRJEB35464	ERP118511		SAMEA6236338	ERS4036030	2019-11-30	2019-11-21	ESC_PA3751AA	uncertain	H4
ESC_PA3752AA	Faecal-1-8	ERR3671335;ILLUMINA;Paired;100;ERX3662750																STATENS SERUM INSTITUT	Escherichia coli								PRJEB35464	ERP118511		SAMEA6236337	ERS4036029	2019-11-30	2019-11-21	ESC_PA3752AA	O2	H4
ESC_PA3753AA	Faecal-1-6	ERR3671333;ILLUMINA;Paired;100;ERX3662749																STATENS SERUM INSTITUT	Escherichia coli								PRJEB35464	ERP118511		SAMEA6236336	ERS4036028	2019-11-30	2019-11-21	ESC_PA3753AA	-	H4
ESC_PA3754AA	Faecal-1-5	ERR3671332;ILLUMINA;Paired;100;ERX3662748																STATENS SERUM INSTITUT	Escherichia coli								PRJEB35464	ERP118511		SAMEA6236335	ERS4036027	2019-11-30	2019-11-21	ESC_PA3754AA	-	H4
ESC_PA3755AA	Faecal-1-4	ERR3671331;ILLUMINA;Paired;100;ERX3662747																STATENS SERUM INSTITUT	Escherichia coli								PRJEB35464	ERP118511		SAMEA6236334	ERS4036026	2019-11-30	2019-11-21	ESC_PA3755AA	-	H4
ESC_PA3756AA	Faecal-1-3	ERR3671330;ILLUMINA;Paired;100;ERX3662746																STATENS SERUM INSTITUT	Escherichia coli								PRJEB35464	ERP118511		SAMEA6236333	ERS4036025	2019-11-30	2019-11-21	ESC_PA3756AA	O2	H4
ESC_PA3757AA	Faecal-1-2	ERR3671329;ILLUMINA;Paired;100;ERX3662745																STATENS SERUM INSTITUT	Escherichia coli								PRJEB35464	ERP118511		SAMEA6236332	ERS4036024	2019-11-30	2019-11-21	ESC_PA3757AA	O2	H4
ESC_PA3758AA	Faecal-1-1	ERR3671328;ILLUMINA;Paired;100;ERX3662744																STATENS SERUM INSTITUT	Escherichia coli								PRJEB35464	ERP118511		SAMEA6236331	ERS4036023	2019-11-30	2019-11-21	ESC_PA3758AA	O2	H4
ESC_PA3759AA	Faecal-1-10	ERR3671327;ILLUMINA;Paired;100;ERX3662743																STATENS SERUM INSTITUT	Escherichia coli								PRJEB35464	ERP118511		SAMEA6236330	ERS4036022	2019-11-30	2019-11-21	ESC_PA3759AA	O2	H4
ESC_PA3760AA	Faecal-1-7	ERR3671334;ILLUMINA;Paired;100;ERX3662742																STATENS SERUM INSTITUT	Escherichia coli								PRJEB35464	ERP118511		SAMEA6236329	ERS4036021	2019-11-30	2019-11-21	ESC_PA3760AA	O2	H4
ESC_PA3782AA	N17-00941	SRR10505784;ILLUMINA;Paired;;SRX7194722	Human	Human	Homo sapiens; Age: 1; female; urine	2016	1			North America	Canada	Ontario						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731729	SRS5700564	2019-11-30	2019-11-22	ESC_PA3782AA	O2	H4
ESC_PA4951AA	d063-15	traces-0GiGOHD;ILLUMINA;Paired;;NA	Human	Human	Urine	2013	5			North America	United States	Washington	King	Seattle	98195			Evgeni Sokurenko	Escherichia coli													2019-12-02	2019-12-02	ESC_PA4951AA	O1	H7
ESC_PA5032AA	E_coli_1	ERR3698022;ILLUMINA;Paired;500;ERX3687562																GENOME INSTITRUTE OF SINGAPORE	Escherichia coli								PRJEB31632	ERP114207		SAMEA6264596	ERS4064205	2019-12-07	2019-12-04	ESC_PA5032AA	O18	H7
ESC_PA5191AA	CVM N19EC0632	SRR10579918;ILLUMINA;Paired;;SRX7260437	Poultry	Avian	ground turkey	2019				North America	United States	South Dakota						FDA-CVM	Escherichia coli								PRJNA292663	SRP161673		SAMN12990694	SRS5756041	2019-12-10	2019-12-04	ESC_PA5191AA	O2	H4
ESC_PA5713AA	APIMF52	traces-0mUCDEn;ILLUMINA;Paired;;NA																Céline														2019-12-16	2019-12-16	ESC_PA5713AA	O18	H7
ESC_PA6369AA	ECOL-19-VL-OH-WA-0011	SRR10810353;ILLUMINA;Paired;500;SRX7483857	Companion Animal	Canine	Urine (Canis lupus)	2019	3			North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA318589	SRP115288		SAMN13703479	SRS5926531	2020-01-01	2019-12-31	ESC_PA6369AA	O1	H7
ESC_PA6646AA	CVM N19EC0248	SRR10687920;ILLUMINA;Paired;;SRX7364601	Poultry	Avian	ground turkey	2019				North America	United States	Georgia						FDA-CVM	Escherichia coli								PRJNA292663	SRP161673		SAMN12943596	SRS5823345	2020-01-01	2019-12-14	ESC_PA6646AA	O2	H4
ESC_QA1957AA	GC162_a	SRR10985376;ILLUMINA;Paired;;SRX7647711	Human	Human	Homo sapiens; Stool_15	2018	10			North America	Canada	Alberta		Calgary				McMaster University	Escherichia fergusonii								PRJNA603771	SRP245891		SAMN13940737	SRS6077345	2020-02-14	2020-01-29	ESC_QA1957AA	O18	H7
ESC_QA2057AA	O2:H7	SRR10970065;ILLUMINA;Paired;;SRX7635571	Human	Human	Homo sapiens	2005				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli		O2:H7						PRJNA273513	SRP100528		SAMN13927616	SRS6066298	2020-02-14	2020-01-27	ESC_QA2057AA	O2	H7
ESC_QA2393AA	2016-02-723_S95_L005	ERR3375564;ILLUMINA;Paired;150;ERX3399826				2016				Europe	Norway	Vestland		Bergen				Norwegian Veterinary Institute	Escherichia coli								PRJEB33043	ERP115801		SAMEA5715254	ERS3518883	2020-02-14	2020-01-22	ESC_QA2393AA	O18	H7
ESC_QA2500AA	2015-01-1951_S151_L006	ERR3375563;ILLUMINA;Paired;150;ERX3399719				2015				Europe	Norway	Vestland		Bergen				Norwegian Veterinary Institute	Escherichia coli								PRJEB33043	ERP115801		SAMEA5715147	ERS3518776	2020-02-14	2020-01-22	ESC_QA2500AA	O2	H4
ESC_QA2590AA	ECOL-19-VL-LA-KS-0014	SRR10947541;ILLUMINA;Paired;500;SRX7614620	Companion Animal	Canine	Urine (Canis lupus familiaris)	2019	4			North America	United States	Nebraska	Lancaster	Lincoln				FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA324573	SRP121361		SAMN13898672	SRS6048146	2020-02-14	2020-01-22	ESC_QA2590AA	O1	H7
ESC_QA3123AA	SAMEA6368058	ERR3712451;ILLUMINA;Paired;125;ERX3715898								Europe	Netherlands	North Holland	Gemeente Amsterdam	Amsterdam				RIVM	Escherichia coli								PRJEB35685	ERP118777		SAMEA6368058	ERS4134161	2020-02-14	2020-01-10	ESC_QA3123AA	O18	H7
ESC_QA3148AA	B092X	SRR10859146;ILLUMINA;Paired;500;SRX7529243	Human	Human	stool; Homo sapiens	2017	8			Asia	Sri Lanka	Western	Colombo District	Colombo Division				FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA293225	SRP103093		SAMN11637048	SRS5968554	2020-02-14	2020-01-09	ESC_QA3148AA	O2	H4
ESC_QA3289AA	unkown	SRR10383456;ILLUMINA;Paired;;SRX7084261	Human	Human	Homo sapiens; blood	2017	2			North America	United States	Ohio	Hamilton	Cincinnati		39.1412722	-84.5021165	Cincinnati Children's Hospital Medical Center	Escherichia coli								PRJNA587095	SRP227930		SAMN13176257	SRS5599227	2020-02-14	2020-01-31	ESC_QA3289AA	O1	H7
ESC_QA4396AA	ecoli_344	SRR8541595;ILLUMINA;Paired;;SRX5343916	Human	Human	Homo_sapiens; female; urine	2015	4			North America	Canada	Ontario		Toronto		43.6629	-79.3957	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821669	SRS4336527	2020-02-14	2020-01-24	ESC_QA4396AA	O2	H4
ESC_QA4399AA	ecoli_439	SRR8541598;ILLUMINA;Paired;;SRX5343913	Human	Human	Homo_sapiens; female; urine	2015	3			North America	Canada	Ontario		Toronto		45.5048	-73.5772	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821664	SRS4336524	2020-02-14	2020-01-24	ESC_QA4399AA	O1	H7
ESC_QA4403AA	ecoli_485	SRR8541602;ILLUMINA;Paired;;SRX5343909	Human	Human	Homo_sapiens; female; urine	2015	4			North America	Canada	Ontario		Toronto		45.5048	-73.5772	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821672	SRS4336520	2020-02-14	2020-01-24	ESC_QA4403AA	O1	H7
ESC_QA4409AA	ecoli_269	SRR8541608;ILLUMINA;Paired;;SRX5343903	Human	Human	Homo_sapiens; female; urine	2014	9			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821595	SRS4336513	2020-02-14	2020-01-24	ESC_QA4409AA	O2	H4
ESC_QA4410AA	HVH_118_4_7345399_	SRR8541609;ILLUMINA;Paired;;SRX5343902	Human	Human	Homo_sapiens; female; urine	2014	9			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821598	SRS4336514	2020-02-14	2020-01-24	ESC_QA4410AA	O1	H7
ESC_QA4415AA	HVH_104_4_6977960_	SRR8541614;ILLUMINA;Paired;;SRX5343897	Human	Human	Homo_sapiens; female; urine	2014	10			North America	Canada	Ontario		Toronto		49.2606	-123.246	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821601	SRS4337102	2020-02-14	2020-01-24	ESC_QA4415AA	O25	H4
ESC_QA4418AA	HVH_32_4_3773988_	SRR8541617;ILLUMINA;Paired;;SRX5343894	Human	Human	Homo_sapiens; female; urine	2013	11			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821458	SRS4337099	2020-02-14	2020-01-24	ESC_QA4418AA	O2	H4
ESC_QA4421AA	UMEA_3834_1	SRR8541620;ILLUMINA;Paired;;SRX5343891	Human	Human	Homo_sapiens; female; urine	2013	3			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821386	SRS4336908	2020-02-14	2020-01-24	ESC_QA4421AA	O18	H7
ESC_QA4423AA	ecoli_435	SRR8541622;ILLUMINA;Paired;;SRX5343889	Human	Human	Homo_sapiens; female; urine	2014	8			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821574	SRS4336906	2020-02-14	2020-01-24	ESC_QA4423AA	O1	H7
ESC_QA4428AA	HVH_199_4_5670322_	SRR8541627;ILLUMINA;Paired;;SRX5343884	Human	Human	Homo_sapiens; female; urine	2014	9			North America	Canada	Ontario		Toronto		45.5048	-73.5772	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821579	SRS4336510	2020-02-14	2020-01-24	ESC_QA4428AA	O2	H7
ESC_QA4429AA	H252	SRR8541628;ILLUMINA;Paired;;SRX5343883	Human	Human	Homo_sapiens; female; urine	2014	9			North America	Canada	Ontario		Toronto		45.5048	-73.5772	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821580	SRS4336901	2020-02-14	2020-01-24	ESC_QA4429AA	O1	H7
ESC_QA4433AA	ecoli_425	SRR8541632;ILLUMINA;Paired;;SRX5343879	Human	Human	Homo_sapiens; female; urine	2013	11			North America	Canada	Ontario		Toronto		45.5048	-73.5772	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821465	SRS4336507	2020-02-14	2020-01-24	ESC_QA4433AA	O1	H7
ESC_QA4448AA	UMEA_3834_1	SRR8541647;ILLUMINA;Paired;;SRX5343864	Human	Human	Homo_sapiens; female; urine	2014	6			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821565	SRS4336899	2020-02-14	2020-01-24	ESC_QA4448AA	O18	H7
ESC_QA4455AA	ecoli_088	SRR8541268;ILLUMINA;Paired;;SRX5343857	Human	Human	Homo_sapiens; female; urine	2013	12			North America	Canada	Ontario		Toronto		49.2606	-123.246	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821483	SRS4336490	2020-02-14	2020-01-24	ESC_QA4455AA	O1	H7
ESC_QA4458AA	UTI89	SRR8541271;ILLUMINA;Paired;;SRX5343854	Human	Human	Homo_sapiens; female; urine	2013	12			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821486	SRS4336487	2020-02-14	2020-01-24	ESC_QA4458AA	O18	H7
ESC_QA4459AA	HVH_199_4_5670322_	SRR8541272;ILLUMINA;Paired;;SRX5343853	Human	Human	Homo_sapiens; female; urine	2014	11			North America	Canada	Ontario		Toronto		49.2606	-123.246	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821631	SRS4336489	2020-02-14	2020-01-24	ESC_QA4459AA	O2	H7
ESC_QA4465AA	ecoli_030	SRR8541278;ILLUMINA;Paired;;SRX5343847	Human	Human	Homo_sapiens; female; urine	2012	11			North America	Canada	Ontario		Toronto		49.2606	-123.246	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821344	SRS4336481	2020-02-14	2020-01-24	ESC_QA4465AA	O1	H7
ESC_QA4468AA	ecoli_403	SRR8541281;ILLUMINA;Paired;;SRX5343844	Human	Human	Homo_sapiens; female; urine	2012	11			North America	Canada	Ontario		Toronto		43.6629	-79.3957	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821347	SRS4336478	2020-02-14	2020-01-24	ESC_QA4468AA	O18	H7
ESC_QA4472AA	KTE55	SRR8541285;ILLUMINA;Paired;;SRX5343840	Human	Human	Homo_sapiens; female; urine	2012	11			North America	Canada	Ontario		Toronto		45.5048	-73.5772	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821351	SRS4336474	2020-02-14	2020-01-24	ESC_QA4472AA	O18	H7
ESC_QA4473AA	HVH_199_4_5670322_	SRR8541286;ILLUMINA;Paired;;SRX5343839	Human	Human	Homo_sapiens; female; urine	2012	12			North America	Canada	Ontario		Toronto		43.6629	-79.3957	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821352	SRS4336473	2020-02-14	2020-01-24	ESC_QA4473AA	O2	H7
ESC_QA4485AA	ecoli_253	SRR8541298;ILLUMINA;Paired;;SRX5343827	Human	Human	Homo_sapiens; female; urine	2013	3			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821387	SRS4336461	2020-02-14	2020-01-24	ESC_QA4485AA	O1	H7
ESC_QA4487AA	ecoli_255	SRR8541300;ILLUMINA;Paired;;SRX5343825	Human	Human	Homo_sapiens; female; urine	2013	3			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821383	SRS4336458	2020-02-14	2020-01-24	ESC_QA4487AA	O2	H4
ESC_QA4492AA	HVH_199_4_5670322_	SRR8541305;ILLUMINA;Paired;;SRX5343820	Human	Human	Homo_sapiens; female; urine	2014	3			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821528	SRS4336454	2020-02-14	2020-01-24	ESC_QA4492AA	O2	H7
ESC_QA4502AA	HVH_203_4_3126218_	SRR8541315;ILLUMINA;Paired;;SRX5343810	Human	Human	Homo_sapiens; female; urine	2014	11			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821629	SRS4336444	2020-02-14	2020-01-24	ESC_QA4502AA	O1	H7
ESC_QA4506AA	KTE55	SRR8541319;ILLUMINA;Paired;;SRX5343806	Human	Human	Homo_sapiens; female; urine	2013	8			North America	Canada	Ontario		Toronto		49.2606	-123.246	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821418	SRS4336440	2020-02-14	2020-01-24	ESC_QA4506AA	O18	H7
ESC_QA4509AA	UMEA_3834_1	SRR8541322;ILLUMINA;Paired;;SRX5343803	Human	Human	Homo_sapiens; female; urine	2013	9			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821419	SRS4336438	2020-02-14	2020-01-24	ESC_QA4509AA	O18	H7
ESC_QA4511AA	BIDMC_65	SRR8541324;ILLUMINA;Paired;;SRX5343801	Human	Human	Homo_sapiens; female; urine	2013	7			North America	Canada	Ontario		Toronto		49.2606	-123.246	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821413	SRS4336434	2020-02-14	2020-01-24	ESC_QA4511AA	O1	H7
ESC_QA4516AA	KTE240	SRR8541329;ILLUMINA;Paired;;SRX5343796	Human	Human	Homo_sapiens; female; urine	2012	11			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821309	SRS4336430	2020-02-14	2020-01-24	ESC_QA4516AA	O2	H4
ESC_QA4526AA	ecoli_396	SRR8541339;ILLUMINA;Paired;;SRX5343786	Human	Human	Homo_sapiens; female; urine	2015	2			North America	Canada	Ontario		Toronto		49.2606	-123.246	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821654	SRS4336420	2020-02-14	2020-01-24	ESC_QA4526AA	O1	H7
ESC_QA4530AA	ecoli_202	SRR8541343;ILLUMINA;Paired;;SRX5343782	Human	Human	Homo_sapiens; female; urine	2015	3			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821658	SRS4336893	2020-02-14	2020-01-24	ESC_QA4530AA	O18	H7
ESC_QA4532AA	ecoli_203	SRR8541345;ILLUMINA;Paired;;SRX5343780	Human	Human	Homo_sapiens; female; urine	2015	3			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821662	SRS4336890	2020-02-14	2020-01-24	ESC_QA4532AA	O1	H7
ESC_QA4537AA	RS218	SRR8541350;ILLUMINA;Paired;;SRX5343775	Human	Human	Homo_sapiens; female; urine	2013	6			North America	Canada	Ontario		Toronto		43.6629	-79.3957	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821410	SRS4336885	2020-02-14	2020-01-24	ESC_QA4537AA	O18	H7
ESC_QA4544AA	PMV_1	SRR8541357;ILLUMINA;Paired;;SRX5343768	Human	Human	Homo_sapiens; female; urine	2014	9			North America	Canada	Ontario		Toronto		49.2606	-123.246	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821588	SRS4336878	2020-02-14	2020-01-24	ESC_QA4544AA	O18	H7
ESC_QA4550AA	RS218	SRR8541363;ILLUMINA;Paired;;SRX5343762	Human	Human	Homo_sapiens; female; urine	2014	1			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821501	SRS4336872	2020-02-14	2020-01-24	ESC_QA4550AA	O18	H7
ESC_QA4559AA	RS218	SRR8541372;ILLUMINA;Paired;;SRX5343753	Human	Human	Homo_sapiens; female; urine	2013	11			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821461	SRS4336863	2020-02-14	2020-01-24	ESC_QA4559AA	-	H7
