"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ESC_NA4003AA_AS","ESC_NA4004AA_AS","ESC_NA4005AA_AS","ESC_NA4045AA_AS"
"srlD","","sorbitol 6-phosphate dehydrogenase","4","4","1","3","289","","","","779","779","779","LOCUS_07400","f76cef297a7dedb9150c88bc61db4d5a_615","d0dc75faf82af35216c4087e568ab6aa_1491","e27c64c29733013eb4c363b5c7ab13b8_291"
"group_820","","long-chain-fatty-acid--CoA ligase","4","4","1","2","258","","","","1751","1751","1751","LOCUS_29650","f76cef297a7dedb9150c88bc61db4d5a_213","d0dc75faf82af35216c4087e568ab6aa_19","e27c64c29733013eb4c363b5c7ab13b8_690"
"ybhL","","inner membrane protein YbhL","4","4","1","5","64","","","","704","704","704","LOCUS_06890","f76cef297a7dedb9150c88bc61db4d5a_1023","d0dc75faf82af35216c4087e568ab6aa_694","e27c64c29733013eb4c363b5c7ab13b8_514"
"ybdD","","hypothetical protein","4","4","1","1","277","","","","197","197","197","LOCUS_17540","f76cef297a7dedb9150c88bc61db4d5a_2463","d0dc75faf82af35216c4087e568ab6aa_1835","e27c64c29733013eb4c363b5c7ab13b8_2018"
"group_823","","Rha family transcriptional regulator","4","4","1","1","783","","","","425","425","425","LOCUS_16590","f76cef297a7dedb9150c88bc61db4d5a_2671","d0dc75faf82af35216c4087e568ab6aa_261","e27c64c29733013eb4c363b5c7ab13b8_3940"
"group_824","","hypothetical protein","4","4","1","6","88","","","","263","263","263","LOCUS_41470","f76cef297a7dedb9150c88bc61db4d5a_4331","d0dc75faf82af35216c4087e568ab6aa_3674","e27c64c29733013eb4c363b5c7ab13b8_3885"
"group_825","","phage minor tail protein L","4","4","1","1","468","","","","698","698","698","LOCUS_34740","f76cef297a7dedb9150c88bc61db4d5a_4795","d0dc75faf82af35216c4087e568ab6aa_466","e27c64c29733013eb4c363b5c7ab13b8_4731"
"minC","","putative septum site-determining protein MinC","4","4","1","1","687","","","","695","695","695","LOCUS_35890","f76cef297a7dedb9150c88bc61db4d5a_2573","d0dc75faf82af35216c4087e568ab6aa_359","e27c64c29733013eb4c363b5c7ab13b8_3439"
"group_827","","transcriptional regulator FhlA","4","4","1","3","261","","","","2078","2078","2078","LOCUS_07680","f76cef297a7dedb9150c88bc61db4d5a_643","d0dc75faf82af35216c4087e568ab6aa_1463","e27c64c29733013eb4c363b5c7ab13b8_263"
"yhjR","","hypothetical protein","4","4","1","14","98","","","","188","188","188","LOCUS_26350","f76cef297a7dedb9150c88bc61db4d5a_3296","d0dc75faf82af35216c4087e568ab6aa_159","e27c64c29733013eb4c363b5c7ab13b8_2071"
"group_829","","phosphate acetyltransferase","4","4","1","10","42","","","","2144","2144","2144","LOCUS_18740","f76cef297a7dedb9150c88bc61db4d5a_2084","d0dc75faf82af35216c4087e568ab6aa_2426","e27c64c29733013eb4c363b5c7ab13b8_3397"
"group_830","","thioredoxin-like protein","4","4","1","1","605","","","","854","854","854","LOCUS_09850","f76cef297a7dedb9150c88bc61db4d5a_1870","d0dc75faf82af35216c4087e568ab6aa_4187","e27c64c29733013eb4c363b5c7ab13b8_1279"
"acrZ","","multidrug efflux pump accessory protein AcrZ","4","4","1","5","39","","","","149","149","149","LOCUS_07140","f76cef297a7dedb9150c88bc61db4d5a_998","d0dc75faf82af35216c4087e568ab6aa_719","e27c64c29733013eb4c363b5c7ab13b8_539"
"recB","","RecBCD enzyme subunit RecB","4","4","1","3","147","","","","3542","3542","3542","LOCUS_19640","f76cef297a7dedb9150c88bc61db4d5a_1929","d0dc75faf82af35216c4087e568ab6aa_3001","e27c64c29733013eb4c363b5c7ab13b8_147"
"group_833","","hypothetical protein","4","4","1","1","358","","","","1757","1757","1757","LOCUS_25280","f76cef297a7dedb9150c88bc61db4d5a_3740","d0dc75faf82af35216c4087e568ab6aa_2187","e27c64c29733013eb4c363b5c7ab13b8_1133"
"group_834","","sodium-independent anion transporter","4","4","1","1","723","","","","1679","1679","1679","LOCUS_16010","f76cef297a7dedb9150c88bc61db4d5a_2609","d0dc75faf82af35216c4087e568ab6aa_323","e27c64c29733013eb4c363b5c7ab13b8_3475"
"emrE","","multidrug SMR transporter","4","4","1","2","137","","","","332","332","332","LOCUS_41770","f76cef297a7dedb9150c88bc61db4d5a_88","d0dc75faf82af35216c4087e568ab6aa_3702","e27c64c29733013eb4c363b5c7ab13b8_3761"
"tia","","adhesin","4","4","1","26","6","","","","755","755","755","LOCUS_46160","f76cef297a7dedb9150c88bc61db4d5a_4637","d0dc75faf82af35216c4087e568ab6aa_3794","e27c64c29733013eb4c363b5c7ab13b8_4160"
"lolC","","lipoprotein-releasing system protein LolC","4","4","1","1","880","","","","1199","1199","1199","LOCUS_02630","f76cef297a7dedb9150c88bc61db4d5a_2872","d0dc75faf82af35216c4087e568ab6aa_3136","e27c64c29733013eb4c363b5c7ab13b8_2335"
"ybaA","","DUF1428 domain-containing protein","4","4","1","1","561","","","","353","353","353","LOCUS_10290","f76cef297a7dedb9150c88bc61db4d5a_1826","d0dc75faf82af35216c4087e568ab6aa_1416","e27c64c29733013eb4c363b5c7ab13b8_1323"
"yfeR","","putative HTH-type transcriptional regulator YfeR","4","4","1","8","186","","","","926","926","926","LOCUS_08740","f76cef297a7dedb9150c88bc61db4d5a_3061","d0dc75faf82af35216c4087e568ab6aa_1526","e27c64c29733013eb4c363b5c7ab13b8_1845"
"yjfC","","hypothetical protein","4","4","1","11","74","","","","1163","1163","1163","LOCUS_46320","f76cef297a7dedb9150c88bc61db4d5a_2387","d0dc75faf82af35216c4087e568ab6aa_2044","e27c64c29733013eb4c363b5c7ab13b8_3335"
"tdcD","","propionate kinase","4","4","1","7","73","","","","1208","1208","1208","LOCUS_04930","f76cef297a7dedb9150c88bc61db4d5a_895","d0dc75faf82af35216c4087e568ab6aa_4072","e27c64c29733013eb4c363b5c7ab13b8_2996"
"trmH","","tRNA (guanosine(18)-2'-O)-methyltransferase","4","4","1","12","110","","","","689","689","689","LOCUS_32250","f76cef297a7dedb9150c88bc61db4d5a_2278","d0dc75faf82af35216c4087e568ab6aa_2650","e27c64c29733013eb4c363b5c7ab13b8_1557"
"kduD","","2-deoxy-D-gluconate 3-dehydrogenase","4","4","1","3","125","","","","761","761","761","LOCUS_19430","f76cef297a7dedb9150c88bc61db4d5a_1952","d0dc75faf82af35216c4087e568ab6aa_557","e27c64c29733013eb4c363b5c7ab13b8_124"
"group_844","rbn","ribonuclease BN","4","4","1","10","157","","","","917","917","917","LOCUS_43850","f76cef297a7dedb9150c88bc61db4d5a_2109","d0dc75faf82af35216c4087e568ab6aa_2829","e27c64c29733013eb4c363b5c7ab13b8_4578"
"yaiT","","hypothetical protein","4","4","1","1","481","","","","2987","2987","2987","LOCUS_23540","f76cef297a7dedb9150c88bc61db4d5a_1746","d0dc75faf82af35216c4087e568ab6aa_4264","e27c64c29733013eb4c363b5c7ab13b8_4460"
"group_846","","transposase","4","4","1","37","10","","","","1619","1619","1619","LOCUS_46850","f76cef297a7dedb9150c88bc61db4d5a_4821","d0dc75faf82af35216c4087e568ab6aa_4506","e27c64c29733013eb4c363b5c7ab13b8_4829"
"group_847","","dihydroxyacetone kinase subunit DhaK","4","4","1","1","718","","","","1070","1070","1070","LOCUS_15960","f76cef297a7dedb9150c88bc61db4d5a_2604","d0dc75faf82af35216c4087e568ab6aa_328","e27c64c29733013eb4c363b5c7ab13b8_3470"
"treR","","trehalose operon repressor","4","4","1","11","128","","","","947","947","947","LOCUS_27080","f76cef297a7dedb9150c88bc61db4d5a_2329","d0dc75faf82af35216c4087e568ab6aa_2094","e27c64c29733013eb4c363b5c7ab13b8_3249"
"yfiQ","","protein lysine acetyltransferase","4","4","1","16","9","","","","2660","2660","2660","LOCUS_13620","f76cef297a7dedb9150c88bc61db4d5a_3268","d0dc75faf82af35216c4087e568ab6aa_3332","e27c64c29733013eb4c363b5c7ab13b8_2252"
"hinT","","purine nucleoside phosphoramidase","4","4","1","1","894","","","","359","359","359","LOCUS_02770","f76cef297a7dedb9150c88bc61db4d5a_2858","d0dc75faf82af35216c4087e568ab6aa_1859","e27c64c29733013eb4c363b5c7ab13b8_2321"
"yjeI","","membrane protein","4","4","1","11","34","","","","353","353","353","LOCUS_42230","f76cef297a7dedb9150c88bc61db4d5a_4695","d0dc75faf82af35216c4087e568ab6aa_4256","e27c64c29733013eb4c363b5c7ab13b8_3292"
"group_852","","sulfofructose kinase","4","4","1","13","19","","","","845","845","845","LOCUS_14610","f76cef297a7dedb9150c88bc61db4d5a_3417","d0dc75faf82af35216c4087e568ab6aa_1202","e27c64c29733013eb4c363b5c7ab13b8_3133"
"group_853","","2-dehydro-3-deoxy-6-phosphogalactonate aldolase","4","4","1","12","62","","","","617","617","617","LOCUS_10810","f76cef297a7dedb9150c88bc61db4d5a_2229","d0dc75faf82af35216c4087e568ab6aa_1770","e27c64c29733013eb4c363b5c7ab13b8_1606"
"group_854","","peptide ABC transporter substrate-binding protein","4","4","1","1","385","","","","1613","1613","1613","LOCUS_20750","f76cef297a7dedb9150c88bc61db4d5a_3186","d0dc75faf82af35216c4087e568ab6aa_383","e27c64c29733013eb4c363b5c7ab13b8_1160"
"fliJ","","flagellar FliJ protein","4","4","1","2","131","","","","443","443","443","LOCUS_41830","f76cef297a7dedb9150c88bc61db4d5a_82","d0dc75faf82af35216c4087e568ab6aa_3708","e27c64c29733013eb4c363b5c7ab13b8_3767"
"group_856","","electron transfer flavoprotein FixB","4","4","1","2","357","","","","764","764","764","LOCUS_01550","f76cef297a7dedb9150c88bc61db4d5a_312","d0dc75faf82af35216c4087e568ab6aa_118","e27c64c29733013eb4c363b5c7ab13b8_591"
"rbsD","","D-ribose pyranase","4","4","1","12","9","","","","419","419","419","LOCUS_11340","f76cef297a7dedb9150c88bc61db4d5a_2176","d0dc75faf82af35216c4087e568ab6aa_3244","e27c64c29733013eb4c363b5c7ab13b8_1659"
"ycfH","","putative metal-dependent hydrolase YcfH","4","4","1","1","163","","","","797","797","797","LOCUS_02800","f76cef297a7dedb9150c88bc61db4d5a_2855","d0dc75faf82af35216c4087e568ab6aa_1862","e27c64c29733013eb4c363b5c7ab13b8_2318"
"group_859","","oxidative stress defense protein","4","4","1","3","51","","","","740","740","740","LOCUS_24600","f76cef297a7dedb9150c88bc61db4d5a_2027","d0dc75faf82af35216c4087e568ab6aa_632","e27c64c29733013eb4c363b5c7ab13b8_49"
"group_86","","hypothetical protein","4","4","1","3","403","","","","221","239","234","LOCUS_23140","f76cef297a7dedb9150c88bc61db4d5a_514","d0dc75faf82af35216c4087e568ab6aa_2249","e27c64c29733013eb4c363b5c7ab13b8_3585"
"glsA","","glutaminase","4","4","1","1","593","","","","932","932","932","LOCUS_09970","f76cef297a7dedb9150c88bc61db4d5a_1858","d0dc75faf82af35216c4087e568ab6aa_2970","e27c64c29733013eb4c363b5c7ab13b8_1291"
"tsaD","","tRNA N6-adenosine threonylcarbamoyltransferase","4","4","1","7","28","","","","1013","1013","1013","LOCUS_04480","f76cef297a7dedb9150c88bc61db4d5a_941","d0dc75faf82af35216c4087e568ab6aa_1591","e27c64c29733013eb4c363b5c7ab13b8_3042"
"ymfT","","transcriptional regulator","4","4","1","3","346","","","","200","200","200","LOCUS_22750","f76cef297a7dedb9150c88bc61db4d5a_553","d0dc75faf82af35216c4087e568ab6aa_4588","e27c64c29733013eb4c363b5c7ab13b8_4503"
"hdeD","","acid-resistance protein HdeD","4","4","1","17","29","","","","572","572","572","LOCUS_16670","f76cef297a7dedb9150c88bc61db4d5a_3512","d0dc75faf82af35216c4087e568ab6aa_4003","e27c64c29733013eb4c363b5c7ab13b8_4410"
"yfdX","","protein YfdX","4","4","1","8","160","","","","635","635","635","LOCUS_48500","f76cef297a7dedb9150c88bc61db4d5a_3030","d0dc75faf82af35216c4087e568ab6aa_4132","e27c64c29733013eb4c363b5c7ab13b8_1814"
"group_865","","cyclic di-GMP phosphodiesterase","4","4","1","25","41","","","","1088","1088","1088","LOCUS_28350","f76cef297a7dedb9150c88bc61db4d5a_3750","d0dc75faf82af35216c4087e568ab6aa_2348","e27c64c29733013eb4c363b5c7ab13b8_3692"
"group_866","","spermidine/putrescine ABC transporter substrate-binding protein","4","4","1","1","333","","","","1145","1145","1145","LOCUS_25530","f76cef297a7dedb9150c88bc61db4d5a_3715","d0dc75faf82af35216c4087e568ab6aa_2212","e27c64c29733013eb4c363b5c7ab13b8_1108"
"group_867","","TIGR01212 family radical SAM protein","4","4","1","7","158","","","","962","962","962","LOCUS_05780","f76cef297a7dedb9150c88bc61db4d5a_808","d0dc75faf82af35216c4087e568ab6aa_828","e27c64c29733013eb4c363b5c7ab13b8_1473"
"group_868","","hypothetical protein","4","4","1","8","93","","","","539","539","539","LOCUS_32980","f76cef297a7dedb9150c88bc61db4d5a_4255","d0dc75faf82af35216c4087e568ab6aa_4850","e27c64c29733013eb4c363b5c7ab13b8_1923"
"group_869","","acetolactate synthase","4","4","1","22","39","","","","902","902","902","LOCUS_25200","f76cef297a7dedb9150c88bc61db4d5a_4506","d0dc75faf82af35216c4087e568ab6aa_4042","e27c64c29733013eb4c363b5c7ab13b8_3548"
"group_87","","hypothetical protein","4","4","1","3","397","","","","128","164","137","LOCUS_23200","f76cef297a7dedb9150c88bc61db4d5a_508","d0dc75faf82af35216c4087e568ab6aa_2255","e27c64c29733013eb4c363b5c7ab13b8_3591"
"yaaA","","UPF0246 protein YaaA","4","4","1","4","119","","","","776","776","776","LOCUS_43910","f76cef297a7dedb9150c88bc61db4d5a_1311","d0dc75faf82af35216c4087e568ab6aa_1977","e27c64c29733013eb4c363b5c7ab13b8_999"
"rimK","","ribosomal protein S6--L-glutamate ligase","4","4","1","5","173","","","","902","902","902","LOCUS_14280","f76cef297a7dedb9150c88bc61db4d5a_1132","d0dc75faf82af35216c4087e568ab6aa_911","e27c64c29733013eb4c363b5c7ab13b8_405"
"znuA","","zinc ABC transporter substrate-binding protein","4","4","1","2","206","","","","947","947","947","LOCUS_20150","f76cef297a7dedb9150c88bc61db4d5a_160","d0dc75faf82af35216c4087e568ab6aa_2738","e27c64c29733013eb4c363b5c7ab13b8_742"
"group_873","","ubiquinone-binding protein","4","4","1","3","389","","","","476","476","476","LOCUS_23280","f76cef297a7dedb9150c88bc61db4d5a_499","d0dc75faf82af35216c4087e568ab6aa_2264","e27c64c29733013eb4c363b5c7ab13b8_3600"
"group_874","","transcriptional regulator GalR","4","4","1","3","130","","","","1031","1031","1031","LOCUS_19480","f76cef297a7dedb9150c88bc61db4d5a_1947","d0dc75faf82af35216c4087e568ab6aa_3019","e27c64c29733013eb4c363b5c7ab13b8_129"
"kpsM","","transport permease protein","4","4","1","33","4","","","","776","776","776","LOCUS_48450","f76cef297a7dedb9150c88bc61db4d5a_4670","d0dc75faf82af35216c4087e568ab6aa_4914","e27c64c29733013eb4c363b5c7ab13b8_4594"
"recF","","DNA replication and repair protein RecF","4","4","1","12","55","","","","1073","1073","1073","LOCUS_10880","f76cef297a7dedb9150c88bc61db4d5a_2222","d0dc75faf82af35216c4087e568ab6aa_1763","e27c64c29733013eb4c363b5c7ab13b8_1613"
"group_877","","sugar kinase","4","4","1","2","286","","","","947","947","947","LOCUS_29930","f76cef297a7dedb9150c88bc61db4d5a_241","d0dc75faf82af35216c4087e568ab6aa_47","e27c64c29733013eb4c363b5c7ab13b8_662"
"asnC","","regulatory protein AsnC","4","4","1","12","14","","","","458","458","458","LOCUS_11290","f76cef297a7dedb9150c88bc61db4d5a_2181","d0dc75faf82af35216c4087e568ab6aa_3249","e27c64c29733013eb4c363b5c7ab13b8_1654"
"ycjA","","hypothetical protein","4","4","1","18","31","","","","1958","1958","1958","LOCUS_22000","f76cef297a7dedb9150c88bc61db4d5a_4604","d0dc75faf82af35216c4087e568ab6aa_4111","e27c64c29733013eb4c363b5c7ab13b8_3641"
"ypjD","","inner membrane protein YpjD","4","4","1","3","382","","","","695","791","743","LOCUS_23350","f76cef297a7dedb9150c88bc61db4d5a_492","d0dc75faf82af35216c4087e568ab6aa_2271","e27c64c29733013eb4c363b5c7ab13b8_3607"
"group_880","","hypothetical protein","4","4","1","2","39","","","","134","134","134","LOCUS_46750","f76cef297a7dedb9150c88bc61db4d5a_4928","d0dc75faf82af35216c4087e568ab6aa_4449","e27c64c29733013eb4c363b5c7ab13b8_4920"
"group_881","","hypothetical protein","4","4","1","18","88","","","","404","404","404","LOCUS_21440","f76cef297a7dedb9150c88bc61db4d5a_3652","d0dc75faf82af35216c4087e568ab6aa_4694","e27c64c29733013eb4c363b5c7ab13b8_4758"
"group_882","","2,3-diketo-L-gulonate TRAP transporter small permease YiaM","4","4","1","14","54","","","","467","467","467","LOCUS_18300","f76cef297a7dedb9150c88bc61db4d5a_3342","d0dc75faf82af35216c4087e568ab6aa_204","e27c64c29733013eb4c363b5c7ab13b8_2117"
"corA","","magnesium transport protein CorA","4","4","1","22","37","","","","950","950","950","LOCUS_25220","f76cef297a7dedb9150c88bc61db4d5a_4504","d0dc75faf82af35216c4087e568ab6aa_4044","e27c64c29733013eb4c363b5c7ab13b8_3550"
"group_884","","hypothetical protein","4","4","1","31","27","","","","236","236","236","LOCUS_38210","f76cef297a7dedb9150c88bc61db4d5a_4483","d0dc75faf82af35216c4087e568ab6aa_3965","e27c64c29733013eb4c363b5c7ab13b8_4428"
"group_885","","hypothetical protein","4","4","1","12","38","","","","1169","1169","1169","LOCUS_11050","f76cef297a7dedb9150c88bc61db4d5a_2205","d0dc75faf82af35216c4087e568ab6aa_1746","e27c64c29733013eb4c363b5c7ab13b8_1630"
"yghK","","glycolate permease GlcA","4","4","1","20","25","","","","1682","1682","1682","LOCUS_39100","f76cef297a7dedb9150c88bc61db4d5a_4726","d0dc75faf82af35216c4087e568ab6aa_3793","e27c64c29733013eb4c363b5c7ab13b8_2760"
"htpG","","chaperone protein HtpG","4","4","1","1","578","","","","1874","1874","1874","LOCUS_10120","f76cef297a7dedb9150c88bc61db4d5a_1843","d0dc75faf82af35216c4087e568ab6aa_2985","e27c64c29733013eb4c363b5c7ab13b8_1306"
"group_888","","hypothetical protein","4","4","1","20","39","","","","560","560","560","LOCUS_39240","f76cef297a7dedb9150c88bc61db4d5a_3501","d0dc75faf82af35216c4087e568ab6aa_3779","e27c64c29733013eb4c363b5c7ab13b8_2774"
"group_889","","hypothetical protein","4","4","1","2","223","","","","374","374","374","LOCUS_19980","f76cef297a7dedb9150c88bc61db4d5a_177","d0dc75faf82af35216c4087e568ab6aa_2721","e27c64c29733013eb4c363b5c7ab13b8_725"
"yaiE","","UPF0345 protein YaiE","4","4","1","1","498","","","","197","284","262","LOCUS_23710","f76cef297a7dedb9150c88bc61db4d5a_1763","d0dc75faf82af35216c4087e568ab6aa_1353","e27c64c29733013eb4c363b5c7ab13b8_1386"
"group_890","","hypothetical protein","4","4","1","3","361","","","","224","224","224","LOCUS_22900","f76cef297a7dedb9150c88bc61db4d5a_538","d0dc75faf82af35216c4087e568ab6aa_4896","e27c64c29733013eb4c363b5c7ab13b8_3561"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","4","4","1","20","6","","","","827","827","827","LOCUS_45930","f76cef297a7dedb9150c88bc61db4d5a_3441","d0dc75faf82af35216c4087e568ab6aa_4502","e27c64c29733013eb4c363b5c7ab13b8_2834"
"group_892","","hypothetical protein","4","4","1","8","15","","","","206","206","206","LOCUS_42810","f76cef297a7dedb9150c88bc61db4d5a_4427","d0dc75faf82af35216c4087e568ab6aa_3882","e27c64c29733013eb4c363b5c7ab13b8_4065"
"group_893","","6-phosphogluconate phosphatase","4","4","1","12","41","","","","665","665","665","LOCUS_11020","f76cef297a7dedb9150c88bc61db4d5a_2208","d0dc75faf82af35216c4087e568ab6aa_1749","e27c64c29733013eb4c363b5c7ab13b8_1627"
"nagK","","N-acetyl-D-glucosamine kinase","4","4","1","1","877","","","","911","911","911","LOCUS_02600","f76cef297a7dedb9150c88bc61db4d5a_2875","d0dc75faf82af35216c4087e568ab6aa_3139","e27c64c29733013eb4c363b5c7ab13b8_2338"
"yphE","","sugar ABC transporter ATP-binding protein","4","4","1","16","46","","","","1511","1511","1511","LOCUS_13250","f76cef297a7dedb9150c88bc61db4d5a_3231","d0dc75faf82af35216c4087e568ab6aa_1934","e27c64c29733013eb4c363b5c7ab13b8_2215"
"argT","","amino acid ABC transporter substrate-binding protein","4","4","1","10","29","","","","782","782","782","LOCUS_18870","f76cef297a7dedb9150c88bc61db4d5a_2071","d0dc75faf82af35216c4087e568ab6aa_2413","e27c64c29733013eb4c363b5c7ab13b8_3384"
"ypfH","","esterase","4","4","1","8","116","","","","698","698","698","LOCUS_09290","f76cef297a7dedb9150c88bc61db4d5a_4233","d0dc75faf82af35216c4087e568ab6aa_3840","e27c64c29733013eb4c363b5c7ab13b8_1900"
"group_898","","cytochrome b","4","4","1","1","122","","","","566","566","566","LOCUS_03210","f76cef297a7dedb9150c88bc61db4d5a_2814","d0dc75faf82af35216c4087e568ab6aa_1903","e27c64c29733013eb4c363b5c7ab13b8_2277"
"nirD","","nitrite reductase small subunit","4","4","1","15","48","","","","326","326","326","LOCUS_38740","f76cef297a7dedb9150c88bc61db4d5a_2721","d0dc75faf82af35216c4087e568ab6aa_3644","e27c64c29733013eb4c363b5c7ab13b8_2647"
"group_9","","hypothetical protein","4","4","1","28","8","","","","632","1496","1100","LOCUS_44860","f76cef297a7dedb9150c88bc61db4d5a_3819","d0dc75faf82af35216c4087e568ab6aa_4791","e27c64c29733013eb4c363b5c7ab13b8_4938"
"cyoA","","cytochrome bo(3) ubiquinol oxidase subunit 2","4","4","1","1","538","","","","896","956","941","LOCUS_24110","f76cef297a7dedb9150c88bc61db4d5a_1803","d0dc75faf82af35216c4087e568ab6aa_1393","e27c64c29733013eb4c363b5c7ab13b8_1346"
"tfaQ","","tail assembly protein","4","4","1","30","4","","","","584","584","584","LOCUS_46060","f76cef297a7dedb9150c88bc61db4d5a_4760","d0dc75faf82af35216c4087e568ab6aa_4349","e27c64c29733013eb4c363b5c7ab13b8_4794"
"yebA","","murein DD-endopeptidase MepM","4","4","1","2","207","","","","1322","1322","1322","LOCUS_20140","f76cef297a7dedb9150c88bc61db4d5a_161","d0dc75faf82af35216c4087e568ab6aa_2737","e27c64c29733013eb4c363b5c7ab13b8_741"
